start_date_inclusive,end_date_inclusive,work_mode,location_city,location_subdivision,location_country,custom_field_business_unit,custom_field_region
2022-01-01,2024-01-31,On-site,Bilbao,0,Spain,Business Unit Charlie,Europe
2022-01-01,2023-09-30,Hybrid,Bilbao,0,Spain,Business Unit Alpha ,Europe
2022-05-01,2024-01-31,On-site,Bilbao,0,Spain,Business Unit Delta ,Europe
2022-03-01,2023-07-31,On-site,Bilbao,0,Spain,Business Unit Delta ,Europe
2022-01-01,2024-01-31,Hybrid,Bilbao,0,Spain,Business Unit Delta ,Europe
2022-01-01,2024-01-31,On-site,Bilbao,0,Spain,Business Unit Delta ,Europe
2022-01-01,2024-01-31,On-site,Bilbao,0,Spain,Business Unit Alpha ,Europe
2022-05-01,2024-01-31,Remote,Bilbao,0,Spain,Business Unit Bravo,Europe
2022-01-01,2024-01-31,On-site,Bilbao,0,Spain,Business Unit Echo,Europe
2022-03-01,2024-01-31,Remote,Bilbao,0,Spain,Business Unit Charlie,Europe
2022-03-01,2024-01-31,Remote,Bilbao,0,Spain,Business Unit Bravo,Europe
2022-04-01,2024-01-31,Hybrid,Bilbao,0,Spain,Business Unit Delta ,Europe
2022-01-01,2024-01-31,Remote,Bilbao,0,Spain,Business Unit Bravo,Europe
2022-02-01,2024-01-31,Remote,Bilbao,0,Spain,Business Unit Charlie,Europe
2022-05-01,2024-01-31,On-site,Bilbao,0,Spain,Business Unit Charlie,Europe
2022-02-01,2024-01-31,Remote,Bilbao,0,Spain,Business Unit Delta ,Europe
2022-01-01,2024-01-31,On-site,Bilbao,0,Spain,Business Unit Delta ,Europe
2022-01-01,2024-01-31,Remote,Bilbao,0,Spain,Business Unit Alpha ,Europe
2022-01-01,2023-10-31,Remote,Bilbao,0,Spain,Business Unit Alpha ,Europe
2022-03-01,2024-01-31,Hybrid,Bilbao,0,Spain,Business Unit Echo,Europe
2022-05-01,2024-01-31,Hybrid,São Paulo,São Paulo,Brazil,Business Unit Alpha ,Latin America
2022-01-01,2024-01-31,Remote,São Paulo,São Paulo,Brazil,Business Unit Delta ,Latin America
2022-01-01,2024-01-31,On-site,São Paulo,São Paulo,Brazil,Business Unit Alpha ,Latin America
2022-01-01,2024-01-31,Remote,São Paulo,São Paulo,Brazil,Business Unit Alpha ,Latin America
2022-01-01,2024-01-31,On-site,São Paulo,São Paulo,Brazil,Business Unit Echo,Latin America
2022-02-01,2024-01-31,Remote,São Paulo,São Paulo,Brazil,Business Unit Echo,Latin America
2022-01-01,2023-07-31,On-site,São Paulo,São Paulo,Brazil,Business Unit Alpha ,Latin America
2022-01-01,2024-01-31,On-site,São Paulo,São Paulo,Brazil,Business Unit Bravo,Latin America
2022-01-01,2023-10-31,On-site,São Paulo,São Paulo,Brazil,Business Unit Charlie,Latin America
2022-01-01,2024-01-31,On-site,São Paulo,São Paulo,Brazil,Business Unit Alpha ,Latin America
2022-03-01,2024-01-31,On-site,São Paulo,São Paulo,Brazil,Business Unit Charlie,Latin America
2022-01-01,2024-01-31,Hybrid,São Paulo,São Paulo,Brazil,Business Unit Delta ,Latin America
2022-02-01,2023-07-31,Remote,São Paulo,São Paulo,Brazil,Business Unit Alpha ,Latin America
2022-01-01,2024-01-31,On-site,São Paulo,São Paulo,Brazil,Business Unit Charlie,Latin America
2022-01-01,2024-01-31,Remote,São Paulo,São Paulo,Brazil,Business Unit Echo,Latin America
2022-01-01,2023-08-31,Remote,São Paulo,São Paulo,Brazil,Business Unit Alpha ,Latin America
2022-05-01,2024-01-31,Remote,São Paulo,São Paulo,Brazil,Business Unit Charlie,Latin America
2022-01-01,2024-01-31,Remote,São Paulo,São Paulo,Brazil,Business Unit Alpha ,Latin America
2022-05-01,2024-01-31,Remote,São Paulo,São Paulo,Brazil,Business Unit Alpha ,Latin America
2022-01-01,2024-01-31,Remote,São Paulo,São Paulo,Brazil,Business Unit Delta ,Latin America
2022-01-01,2024-01-31,Hybrid,São Paulo,São Paulo,Brazil,Business Unit Bravo,Latin America
2022-05-01,2024-01-31,Remote,São Paulo,São Paulo,Brazil,Business Unit Charlie,Latin America
2022-02-01,2024-01-31,Remote,São Paulo,São Paulo,Brazil,Business Unit Delta ,Latin America
2022-01-01,2024-01-31,Hybrid,São Paulo,São Paulo,Brazil,Business Unit Bravo,Latin America
2022-01-01,2024-01-31,On-site,São Paulo,São Paulo,Brazil,Business Unit Echo,Latin America
2022-01-01,2024-01-31,Remote,Rio de Janeiro,Rio de Janeiro,Brazil,Business Unit Charlie,Latin America
2022-02-01,2023-06-30,Hybrid,Rio de Janeiro,Rio de Janeiro,Brazil,Business Unit Alpha ,Latin America
2022-01-01,2023-08-31,On-site,Rio de Janeiro,Rio de Janeiro,Brazil,Business Unit Charlie,Latin America
2022-01-01,2023-10-31,Hybrid,Rio de Janeiro,Rio de Janeiro,Brazil,Business Unit Charlie,Latin America
2022-01-01,2024-01-31,Hybrid,Rio de Janeiro,Rio de Janeiro,Brazil,Business Unit Alpha ,Latin America
2022-04-01,2023-08-31,Remote,Rio de Janeiro,Rio de Janeiro,Brazil,Business Unit Charlie,Latin America
2022-03-01,2024-01-31,On-site,Rio de Janeiro,Rio de Janeiro,Brazil,Business Unit Alpha ,Latin America
2022-05-01,2023-07-31,On-site,Rio de Janeiro,Rio de Janeiro,Brazil,Business Unit Alpha ,Latin America
2022-01-01,2024-01-31,Remote,Rio de Janeiro,Rio de Janeiro,Brazil,Business Unit Alpha ,Latin America
2022-05-01,2024-01-31,On-site,Rio de Janeiro,Rio de Janeiro,Brazil,Business Unit Charlie,Latin America
2022-02-01,2024-01-31,Hybrid,Rio de Janeiro,Rio de Janeiro,Brazil,Business Unit Charlie,Latin America
2022-03-01,2024-01-31,Hybrid,Rio de Janeiro,Rio de Janeiro,Brazil,Business Unit Bravo,Latin America
2022-01-01,2024-01-31,Remote,Rio de Janeiro,Rio de Janeiro,Brazil,Business Unit Echo,Latin America
2022-01-01,2024-01-31,Remote,Rio de Janeiro,Rio de Janeiro,Brazil,Business Unit Bravo,Latin America
2022-01-01,2024-01-31,On-site,Rio de Janeiro,Rio de Janeiro,Brazil,Business Unit Alpha ,Latin America
2022-01-01,2024-01-31,On-site,Rio de Janeiro,Rio de Janeiro,Brazil,Business Unit Alpha ,Latin America
2022-01-01,2024-01-31,Hybrid,Rio de Janeiro,Rio de Janeiro,Brazil,Business Unit Charlie,Latin America
2022-05-01,2024-01-31,Remote,Rio de Janeiro,Rio de Janeiro,Brazil,Business Unit Bravo,Latin America
2022-03-01,2024-01-31,Remote,Rio de Janeiro,Rio de Janeiro,Brazil,Business Unit Delta ,Latin America
2022-05-01,2023-08-31,Remote,Rio de Janeiro,Rio de Janeiro,Brazil,Business Unit Alpha ,Latin America
2022-01-01,2024-01-31,Remote,Rio de Janeiro,Rio de Janeiro,Brazil,Business Unit Bravo,Latin America
2022-01-01,2024-01-31,Remote,Rio de Janeiro,Rio de Janeiro,Brazil,Business Unit Delta ,Latin America
2022-01-01,2023-11-30,Remote,Rio de Janeiro,Rio de Janeiro,Brazil,Business Unit Bravo,Latin America
2022-01-01,2023-10-31,Remote,Rio de Janeiro,Rio de Janeiro,Brazil,Business Unit Bravo,Latin America
2022-05-01,2024-01-31,On-site,Rio de Janeiro,Rio de Janeiro,Brazil,Business Unit Delta ,Latin America
2022-03-01,2024-01-31,On-site,Belo Horizonte,Minas Gerais,Brazil,Business Unit Alpha ,Latin America
2022-01-01,2023-07-31,Hybrid,Belo Horizonte,Minas Gerais,Brazil,Business Unit Alpha ,Latin America
2022-01-01,2024-01-31,Hybrid,Belo Horizonte,Minas Gerais,Brazil,Business Unit Delta ,Latin America
2022-01-01,2024-01-31,On-site,Belo Horizonte,Minas Gerais,Brazil,Business Unit Charlie,Latin America
2022-01-01,2024-01-31,Hybrid,Belo Horizonte,Minas Gerais,Brazil,Business Unit Charlie,Latin America
2022-01-01,2024-01-31,Remote,Belo Horizonte,Minas Gerais,Brazil,Business Unit Bravo,Latin America
2022-02-01,2024-01-31,On-site,Belo Horizonte,Minas Gerais,Brazil,Business Unit Bravo,Latin America
2022-04-01,2024-01-31,On-site,Belo Horizonte,Minas Gerais,Brazil,Business Unit Echo,Latin America
2022-01-01,2023-10-31,Hybrid,Belo Horizonte,Minas Gerais,Brazil,Business Unit Alpha ,Latin America
2022-01-01,2023-11-30,Remote,Belo Horizonte,Minas Gerais,Brazil,Business Unit Echo,Latin America
2022-04-01,2024-01-31,On-site,Belo Horizonte,Minas Gerais,Brazil,Business Unit Bravo,Latin America
2022-03-01,2024-01-31,Hybrid,Belo Horizonte,Minas Gerais,Brazil,Business Unit Charlie,Latin America
2022-05-01,2024-01-31,On-site,Belo Horizonte,Minas Gerais,Brazil,Business Unit Alpha ,Latin America
2022-01-01,2024-01-31,On-site,Belo Horizonte,Minas Gerais,Brazil,Business Unit Delta ,Latin America
2022-02-01,2024-01-31,Remote,Belo Horizonte,Minas Gerais,Brazil,Business Unit Charlie,Latin America
2022-01-01,2024-01-31,On-site,Belo Horizonte,Minas Gerais,Brazil,Business Unit Echo,Latin America
2022-02-01,2023-10-31,Remote,Belo Horizonte,Minas Gerais,Brazil,Business Unit Delta ,Latin America
2022-02-01,2024-01-31,On-site,Belo Horizonte,Minas Gerais,Brazil,Business Unit Delta ,Latin America
2022-05-01,2024-01-31,On-site,Belo Horizonte,Minas Gerais,Brazil,Business Unit Echo,Latin America
2022-03-01,2023-10-31,Hybrid,Belo Horizonte,Minas Gerais,Brazil,Business Unit Echo,Latin America
2022-01-01,2024-01-31,On-site,Belo Horizonte,Minas Gerais,Brazil,Business Unit Delta ,Latin America
2022-01-01,2024-01-31,Remote,Belo Horizonte,Minas Gerais,Brazil,Business Unit Delta ,Latin America
2022-01-01,2024-01-31,Remote,Belo Horizonte,Minas Gerais,Brazil,Business Unit Bravo,Latin America
2022-05-01,2024-01-31,Remote,Belo Horizonte,Minas Gerais,Brazil,Business Unit Echo,Latin America
2022-01-01,2023-08-31,Hybrid,Belo Horizonte,Minas Gerais,Brazil,Business Unit Echo,Latin America
2022-01-01,2024-01-31,On-site,Salvador,Bahia,Brazil,Business Unit Delta ,Latin America
2022-05-01,2024-01-31,On-site,Salvador,Bahia,Brazil,Business Unit Bravo,Latin America
2022-04-01,2024-01-31,On-site,Salvador,Bahia,Brazil,Business Unit Bravo,Latin America
2022-01-01,2024-01-31,On-site,Salvador,Bahia,Brazil,Business Unit Alpha ,Latin America
2022-03-01,2024-01-31,Remote,Salvador,Bahia,Brazil,Business Unit Bravo,Latin America
2022-01-01,2024-01-31,Remote,Salvador,Bahia,Brazil,Business Unit Charlie,Latin America
2022-01-01,2024-01-31,Remote,Salvador,Bahia,Brazil,Business Unit Bravo,Latin America
2022-01-01,2024-01-31,Remote,Salvador,Bahia,Brazil,Business Unit Delta ,Latin America
2022-03-01,2024-01-31,Hybrid,Salvador,Bahia,Brazil,Business Unit Alpha ,Latin America
2022-02-01,2023-10-31,Remote,Salvador,Bahia,Brazil,Business Unit Alpha ,Latin America
2022-01-01,2024-01-31,Hybrid,Salvador,Bahia,Brazil,Business Unit Echo,Latin America
2022-02-01,2024-01-31,Hybrid,Salvador,Bahia,Brazil,Business Unit Charlie,Latin America
2022-04-01,2024-01-31,On-site,Salvador,Bahia,Brazil,Business Unit Echo,Latin America
2022-02-01,2024-01-31,On-site,Salvador,Bahia,Brazil,Business Unit Bravo,Latin America
2022-04-01,2024-01-31,On-site,Salvador,Bahia,Brazil,Business Unit Echo,Latin America
2022-01-01,2024-01-31,Remote,Salvador,Bahia,Brazil,Business Unit Echo,Latin America
2022-01-01,2024-01-31,Remote,Salvador,Bahia,Brazil,Business Unit Delta ,Latin America
2022-05-01,2024-01-31,Hybrid,Salvador,Bahia,Brazil,Business Unit Charlie,Latin America
2022-01-01,2024-01-31,Remote,Salvador,Bahia,Brazil,Business Unit Echo,Latin America
2022-02-01,2024-01-31,Remote,Salvador,Bahia,Brazil,Business Unit Bravo,Latin America
2022-05-01,2024-01-31,Remote,Salvador,Bahia,Brazil,Business Unit Charlie,Latin America
2022-04-01,2024-01-31,Remote,Salvador,Bahia,Brazil,Business Unit Charlie,Latin America
2022-01-01,2024-01-31,Remote,Salvador,Bahia,Brazil,Business Unit Alpha ,Latin America
2022-01-01,2023-09-30,Hybrid,Salvador,Bahia,Brazil,Business Unit Echo,Latin America
2022-04-01,2024-01-31,Hybrid,Salvador,Bahia,Brazil,Business Unit Delta ,Latin America
2022-04-01,2024-01-31,Remote,Porto Alegre,Rio Grande do Sul,Brazil,Business Unit Alpha ,Latin America
2022-02-01,2024-01-31,Hybrid,Porto Alegre,Rio Grande do Sul,Brazil,Business Unit Delta ,Latin America
2022-01-01,2024-01-31,Remote,Porto Alegre,Rio Grande do Sul,Brazil,Business Unit Bravo,Latin America
2022-01-01,2023-09-30,On-site,Porto Alegre,Rio Grande do Sul,Brazil,Business Unit Alpha ,Latin America
2022-02-01,2024-01-31,Remote,Porto Alegre,Rio Grande do Sul,Brazil,Business Unit Alpha ,Latin America
2022-01-01,2023-10-31,On-site,Porto Alegre,Rio Grande do Sul,Brazil,Business Unit Echo,Latin America
2022-01-01,2024-01-31,Remote,Porto Alegre,Rio Grande do Sul,Brazil,Business Unit Alpha ,Latin America
2022-04-01,2024-01-31,Remote,Porto Alegre,Rio Grande do Sul,Brazil,Business Unit Charlie,Latin America
2022-02-01,2024-01-31,Hybrid,Porto Alegre,Rio Grande do Sul,Brazil,Business Unit Bravo,Latin America
2022-01-01,2023-10-31,Hybrid,Porto Alegre,Rio Grande do Sul,Brazil,Business Unit Echo,Latin America
2022-05-01,2024-01-31,Remote,Porto Alegre,Rio Grande do Sul,Brazil,Business Unit Delta ,Latin America
2022-01-01,2024-01-31,Hybrid,Porto Alegre,Rio Grande do Sul,Brazil,Business Unit Alpha ,Latin America
2022-01-01,2024-01-31,Remote,Porto Alegre,Rio Grande do Sul,Brazil,Business Unit Echo,Latin America
2022-01-01,2023-09-30,Hybrid,Porto Alegre,Rio Grande do Sul,Brazil,Business Unit Charlie,Latin America
2022-03-01,2024-01-31,On-site,Porto Alegre,Rio Grande do Sul,Brazil,Business Unit Delta ,Latin America
2022-01-01,2024-01-31,On-site,Porto Alegre,Rio Grande do Sul,Brazil,Business Unit Bravo,Latin America
2022-01-01,2023-06-30,Hybrid,Porto Alegre,Rio Grande do Sul,Brazil,Business Unit Delta ,Latin America
2022-01-01,2024-01-31,Hybrid,Porto Alegre,Rio Grande do Sul,Brazil,Business Unit Delta ,Latin America
2022-02-01,2024-01-31,Hybrid,Porto Alegre,Rio Grande do Sul,Brazil,Business Unit Delta ,Latin America
2022-01-01,2023-09-30,Hybrid,Porto Alegre,Rio Grande do Sul,Brazil,Business Unit Alpha ,Latin America
2022-01-01,2024-01-31,Remote,Porto Alegre,Rio Grande do Sul,Brazil,Business Unit Echo,Latin America
2022-02-01,2024-01-31,Remote,Porto Alegre,Rio Grande do Sul,Brazil,Business Unit Charlie,Latin America
2022-01-01,2023-08-31,On-site,Porto Alegre,Rio Grande do Sul,Brazil,Business Unit Echo,Latin America
2022-05-01,2024-01-31,Remote,Porto Alegre,Rio Grande do Sul,Brazil,Business Unit Alpha ,Latin America
2022-05-01,2023-06-30,Remote,Porto Alegre,Rio Grande do Sul,Brazil,Business Unit Echo,Latin America
2022-03-01,2024-01-31,On-site,Curitiba,Paraná,Brazil,Business Unit Delta ,Latin America
2022-01-01,2024-01-31,On-site,Curitiba,Paraná,Brazil,Business Unit Echo,Latin America
2022-01-01,2024-01-31,On-site,Curitiba,Paraná,Brazil,Business Unit Bravo,Latin America
2022-01-01,2024-01-31,On-site,Curitiba,Paraná,Brazil,Business Unit Bravo,Latin America
2022-01-01,2024-01-31,Hybrid,Curitiba,Paraná,Brazil,Business Unit Alpha ,Latin America
2022-04-01,2024-01-31,Remote,Curitiba,Paraná,Brazil,Business Unit Echo,Latin America
2022-01-01,2023-10-31,On-site,Curitiba,Paraná,Brazil,Business Unit Alpha ,Latin America
2022-02-01,2024-01-31,On-site,Curitiba,Paraná,Brazil,Business Unit Echo,Latin America
2022-05-01,2024-01-31,Hybrid,Curitiba,Paraná,Brazil,Business Unit Echo,Latin America
2022-01-01,2024-01-31,Hybrid,Curitiba,Paraná,Brazil,Business Unit Bravo,Latin America
2022-01-01,2023-09-30,Hybrid,Curitiba,Paraná,Brazil,Business Unit Delta ,Latin America
2022-01-01,2024-01-31,Remote,Curitiba,Paraná,Brazil,Business Unit Charlie,Latin America
2022-01-01,2024-01-31,Hybrid,Curitiba,Paraná,Brazil,Business Unit Charlie,Latin America
2022-04-01,2024-01-31,Remote,Curitiba,Paraná,Brazil,Business Unit Bravo,Latin America
2022-04-01,2023-07-31,Remote,Curitiba,Paraná,Brazil,Business Unit Bravo,Latin America
2022-02-01,2024-01-31,On-site,Curitiba,Paraná,Brazil,Business Unit Alpha ,Latin America
2022-01-01,2024-01-31,On-site,Curitiba,Paraná,Brazil,Business Unit Charlie,Latin America
2022-02-01,2024-01-31,Hybrid,Curitiba,Paraná,Brazil,Business Unit Echo,Latin America
2022-03-01,2024-01-31,Remote,Curitiba,Paraná,Brazil,Business Unit Echo,Latin America
2022-02-01,2023-08-31,Remote,Curitiba,Paraná,Brazil,Business Unit Charlie,Latin America
2022-01-01,2024-01-31,On-site,Curitiba,Paraná,Brazil,Business Unit Charlie,Latin America
2022-01-01,2023-06-30,On-site,Curitiba,Paraná,Brazil,Business Unit Bravo,Latin America
2022-02-01,2024-01-31,On-site,Curitiba,Paraná,Brazil,Business Unit Alpha ,Latin America
2022-04-01,2024-01-31,On-site,Curitiba,Paraná,Brazil,Business Unit Bravo,Latin America
2022-05-01,2024-01-31,Hybrid,Curitiba,Paraná,Brazil,Business Unit Bravo,Latin America
2022-01-01,2024-01-31,Remote,Recife,Pernambuco,Brazil,Business Unit Echo,Latin America
2022-05-01,2024-01-31,Remote,Recife,Pernambuco,Brazil,Business Unit Bravo,Latin America
2022-05-01,2024-01-31,Remote,Recife,Pernambuco,Brazil,Business Unit Delta ,Latin America
2022-04-01,2023-10-31,Remote,Recife,Pernambuco,Brazil,Business Unit Echo,Latin America
2022-01-01,2024-01-31,Hybrid,Recife,Pernambuco,Brazil,Business Unit Bravo,Latin America
2022-01-01,2024-01-31,Remote,Recife,Pernambuco,Brazil,Business Unit Charlie,Latin America
2022-01-01,2024-01-31,Remote,Recife,Pernambuco,Brazil,Business Unit Delta ,Latin America
2022-05-01,2024-01-31,Remote,Recife,Pernambuco,Brazil,Business Unit Delta ,Latin America
2022-01-01,2024-01-31,Remote,Recife,Pernambuco,Brazil,Business Unit Echo,Latin America
2022-04-01,2024-01-31,On-site,Recife,Pernambuco,Brazil,Business Unit Charlie,Latin America
2022-05-01,2024-01-31,Remote,Recife,Pernambuco,Brazil,Business Unit Charlie,Latin America
2022-05-01,2024-01-31,Remote,Recife,Pernambuco,Brazil,Business Unit Charlie,Latin America
2022-04-01,2024-01-31,On-site,Recife,Pernambuco,Brazil,Business Unit Delta ,Latin America
2022-01-01,2024-01-31,On-site,Recife,Pernambuco,Brazil,Business Unit Charlie,Latin America
2022-01-01,2024-01-31,Hybrid,Recife,Pernambuco,Brazil,Business Unit Charlie,Latin America
2022-01-01,2023-10-31,Hybrid,Recife,Pernambuco,Brazil,Business Unit Bravo,Latin America
2022-01-01,2024-01-31,Remote,Recife,Pernambuco,Brazil,Business Unit Charlie,Latin America
2022-01-01,2024-01-31,Remote,Recife,Pernambuco,Brazil,Business Unit Charlie,Latin America
2022-01-01,2024-01-31,On-site,Recife,Pernambuco,Brazil,Business Unit Bravo,Latin America
2022-03-01,2024-01-31,On-site,Recife,Pernambuco,Brazil,Business Unit Alpha ,Latin America
2022-01-01,2024-01-31,On-site,Recife,Pernambuco,Brazil,Business Unit Bravo,Latin America
2022-02-01,2024-01-31,On-site,Recife,Pernambuco,Brazil,Business Unit Echo,Latin America
2022-01-01,2024-01-31,Remote,Recife,Pernambuco,Brazil,Business Unit Charlie,Latin America
2022-01-01,2024-01-31,On-site,Recife,Pernambuco,Brazil,Business Unit Echo,Latin America
2022-01-01,2024-01-31,On-site,Recife,Pernambuco,Brazil,Business Unit Delta ,Latin America
2022-01-01,2023-08-31,On-site,Goiânia,Goiás,Brazil,Business Unit Delta ,Latin America
2022-01-01,2024-01-31,Hybrid,Goiânia,Goiás,Brazil,Business Unit Echo,Latin America
2022-01-01,2024-01-31,On-site,Goiânia,Goiás,Brazil,Business Unit Delta ,Latin America
2022-01-01,2024-01-31,Hybrid,Goiânia,Goiás,Brazil,Business Unit Alpha ,Latin America
2022-01-01,2024-01-31,On-site,Goiânia,Goiás,Brazil,Business Unit Charlie,Latin America
2022-01-01,2024-01-31,Hybrid,Goiânia,Goiás,Brazil,Business Unit Delta ,Latin America
2022-03-01,2024-01-31,On-site,Goiânia,Goiás,Brazil,Business Unit Delta ,Latin America
2022-03-01,2024-01-31,Remote,Goiânia,Goiás,Brazil,Business Unit Charlie,Latin America
2022-04-01,2024-01-31,On-site,Goiânia,Goiás,Brazil,Business Unit Alpha ,Latin America
2022-01-01,2024-01-31,On-site,Goiânia,Goiás,Brazil,Business Unit Bravo,Latin America
2022-01-01,2023-09-30,Hybrid,Goiânia,Goiás,Brazil,Business Unit Bravo,Latin America
2022-03-01,2024-01-31,On-site,Goiânia,Goiás,Brazil,Business Unit Charlie,Latin America
2022-05-01,2023-09-30,Remote,Goiânia,Goiás,Brazil,Business Unit Bravo,Latin America
2022-03-01,2024-01-31,On-site,Goiânia,Goiás,Brazil,Business Unit Bravo,Latin America
2022-04-01,2024-01-31,Hybrid,Goiânia,Goiás,Brazil,Business Unit Delta ,Latin America
2022-02-01,2024-01-31,Hybrid,Goiânia,Goiás,Brazil,Business Unit Bravo,Latin America
2022-01-01,2024-01-31,On-site,Goiânia,Goiás,Brazil,Business Unit Bravo,Latin America
2022-01-01,2024-01-31,Hybrid,Goiânia,Goiás,Brazil,Business Unit Delta ,Latin America
2022-03-01,2024-01-31,On-site,Goiânia,Goiás,Brazil,Business Unit Echo,Latin America
2022-03-01,2024-01-31,Remote,Goiânia,Goiás,Brazil,Business Unit Echo,Latin America
2022-05-01,2024-01-31,Remote,Goiânia,Goiás,Brazil,Business Unit Echo,Latin America
2022-01-01,2024-01-31,Hybrid,Goiânia,Goiás,Brazil,Business Unit Delta ,Latin America
2022-05-01,2024-01-31,Remote,Goiânia,Goiás,Brazil,Business Unit Alpha ,Latin America
2022-03-01,2024-01-31,Hybrid,Goiânia,Goiás,Brazil,Business Unit Delta ,Latin America
2022-01-01,2024-01-31,Remote,Goiânia,Goiás,Brazil,Business Unit Bravo,Latin America
2022-01-01,2023-11-30,On-site,Fortaleza,Ceará,Brazil,Business Unit Delta ,Latin America
2022-01-01,2023-09-30,On-site,Fortaleza,Ceará,Brazil,Business Unit Alpha ,Latin America
2022-02-01,2024-01-31,On-site,Fortaleza,Ceará,Brazil,Business Unit Bravo,Latin America
2022-01-01,2024-01-31,On-site,Fortaleza,Ceará,Brazil,Business Unit Echo,Latin America
2022-01-01,2023-07-31,Hybrid,Fortaleza,Ceará,Brazil,Business Unit Bravo,Latin America
2022-01-01,2023-11-30,Hybrid,Fortaleza,Ceará,Brazil,Business Unit Charlie,Latin America
2022-01-01,2024-01-31,Remote,Fortaleza,Ceará,Brazil,Business Unit Alpha ,Latin America
2022-01-01,2024-01-31,Remote,Fortaleza,Ceará,Brazil,Business Unit Delta ,Latin America
2022-01-01,2024-01-31,On-site,Fortaleza,Ceará,Brazil,Business Unit Charlie,Latin America
2022-05-01,2024-01-31,Hybrid,Fortaleza,Ceará,Brazil,Business Unit Alpha ,Latin America
2022-01-01,2023-06-30,Hybrid,Fortaleza,Ceará,Brazil,Business Unit Delta ,Latin America
2022-04-01,2024-01-31,Hybrid,Fortaleza,Ceará,Brazil,Business Unit Alpha ,Latin America
2022-01-01,2024-01-31,Hybrid,Fortaleza,Ceará,Brazil,Business Unit Bravo,Latin America
2022-01-01,2024-01-31,On-site,Fortaleza,Ceará,Brazil,Business Unit Echo,Latin America
2022-01-01,2024-01-31,On-site,Fortaleza,Ceará,Brazil,Business Unit Bravo,Latin America
2022-01-01,2024-01-31,On-site,Fortaleza,Ceará,Brazil,Business Unit Bravo,Latin America
2022-01-01,2023-08-31,On-site,Fortaleza,Ceará,Brazil,Business Unit Charlie,Latin America
2022-01-01,2024-01-31,On-site,Fortaleza,Ceará,Brazil,Business Unit Bravo,Latin America
2022-05-01,2024-01-31,On-site,Fortaleza,Ceará,Brazil,Business Unit Bravo,Latin America
2022-05-01,2024-01-31,Hybrid,Fortaleza,Ceará,Brazil,Business Unit Bravo,Latin America
2022-01-01,2024-01-31,Hybrid,Fortaleza,Ceará,Brazil,Business Unit Echo,Latin America
2022-01-01,2024-01-31,Remote,Fortaleza,Ceará,Brazil,Business Unit Charlie,Latin America
2022-01-01,2024-01-31,Hybrid,Fortaleza,Ceará,Brazil,Business Unit Alpha ,Latin America
2022-03-01,2024-01-31,Hybrid,Fortaleza,Ceará,Brazil,Business Unit Echo,Latin America
2022-01-01,2024-01-31,Remote,Fortaleza,Ceará,Brazil,Business Unit Charlie,Latin America
2022-01-01,2024-01-31,On-site,Brasília,Distrito Federal,Brazil,Business Unit Charlie,Latin America
2022-03-01,2024-01-31,Remote,Brasília,Distrito Federal,Brazil,Business Unit Echo,Latin America
2022-04-01,2024-01-31,On-site,Brasília,Distrito Federal,Brazil,Business Unit Echo,Latin America
2022-01-01,2024-01-31,On-site,Brasília,Distrito Federal,Brazil,Business Unit Alpha ,Latin America
2022-01-01,2024-01-31,On-site,Brasília,Distrito Federal,Brazil,Business Unit Delta ,Latin America
2022-02-01,2023-10-31,On-site,Brasília,Distrito Federal,Brazil,Business Unit Alpha ,Latin America
2022-05-01,2024-01-31,Hybrid,Brasília,Distrito Federal,Brazil,Business Unit Bravo,Latin America
2022-01-01,2024-01-31,Remote,Brasília,Distrito Federal,Brazil,Business Unit Echo,Latin America
2022-01-01,2024-01-31,Hybrid,Brasília,Distrito Federal,Brazil,Business Unit Alpha ,Latin America
2022-01-01,2023-11-30,Hybrid,Brasília,Distrito Federal,Brazil,Business Unit Delta ,Latin America
2022-02-01,2024-01-31,Hybrid,Brasília,Distrito Federal,Brazil,Business Unit Bravo,Latin America
2022-01-01,2024-01-31,Hybrid,Brasília,Distrito Federal,Brazil,Business Unit Delta ,Latin America
2022-01-01,2024-01-31,Hybrid,Brasília,Distrito Federal,Brazil,Business Unit Bravo,Latin America
2022-01-01,2024-01-31,On-site,Brasília,Distrito Federal,Brazil,Business Unit Echo,Latin America
2022-01-01,2024-01-31,On-site,Brasília,Distrito Federal,Brazil,Business Unit Delta ,Latin America
2022-04-01,2024-01-31,Remote,Brasília,Distrito Federal,Brazil,Business Unit Charlie,Latin America
2022-01-01,2024-01-31,On-site,Brasília,Distrito Federal,Brazil,Business Unit Delta ,Latin America
2022-01-01,2024-01-31,Hybrid,Brasília,Distrito Federal,Brazil,Business Unit Bravo,Latin America
2022-04-01,2024-01-31,Hybrid,Brasília,Distrito Federal,Brazil,Business Unit Bravo,Latin America
2022-01-01,2024-01-31,Remote,Brasília,Distrito Federal,Brazil,Business Unit Bravo,Latin America
2022-01-01,2024-01-31,On-site,Brasília,Distrito Federal,Brazil,Business Unit Charlie,Latin America
2022-03-01,2024-01-31,Remote,Brasília,Distrito Federal,Brazil,Business Unit Alpha ,Latin America
2022-03-01,2024-01-31,Hybrid,Brasília,Distrito Federal,Brazil,Business Unit Echo,Latin America
2022-03-01,2023-10-31,Hybrid,Brasília,Distrito Federal,Brazil,Business Unit Bravo,Latin America
2022-01-01,2024-01-31,Hybrid,Brasília,Distrito Federal,Brazil,Business Unit Echo,Latin America
